CustomerID,Name,Age,Gender,Email,City,Signup_Date,Last_Login,Subscription_Type,Monthly_Charges,Total_Spend,Ratings,Satisfaction_Score,Is_Premium
CUST_0190,Janet Moore,45.0,Other,jenniferhowell@example.net,Tokyo,2023-09-20,2024-04-27 12:46:18,Basic,179.26,2730.61,3.5,2,False
CUST_0191,Stephen Oconnell,42.0,Male,,Sydney,2024-12-23,2024-05-28 20:08:03,Enterprise,95.32,4689.19,2.3,3,False
CUST_0192,Allison Stephens,56.0,Male,cassieclark@example.com,London,2022-12-29,2024-04-05 23:40:43,Basic,97.27,1610.93,1.8,3,False
CUST_0193,Ashley Foster,50.0,Female,gomezheather@example.org,Tokyo,2022-08-12,2024-06-11 07:01:28,Basic,24.62,4360.75,2.3,9,True
CUST_0194,Anthony Murphy,18.0,Female,franklineric@example.com,Paris,2022-03-02,,Basic,137.45,3844.07,1.7,4,False
CUST_0195,Joshua Clark,,Male,jillwalker@example.com,Paris,2023-06-22,2024-05-07 08:29:39,Basic,166.04,1314.28,4.6,1,False
CUST_0196,Katherine Davis,69.0,Female,nicholas61@example.org,New York,2024-05-02,2024-07-23 07:22:17,Basic,56.48,278.07,2.6,1,True
CUST_0197,Richard Day,30.0,Male,pattersonshannon@example.com,Paris,2024-07-09,2024-04-17 02:25:16,Basic,90.05,599.05,2.0,7,True
CUST_0198,Angel Holden,58.0,Male,zknight@example.com,Tokyo,2023-09-17,,Basic,169.38,3669.62,2.8,7,False
CUST_0199,Lawrence Larson,20.0,Female,johnarmstrong@example.com,Paris,2022-09-19,2024-10-03 21:49:52,Premium,176.65,1078.38,2.3,2,False
CUST_0200,Sarah Randall,56.0,Male,kjenkins@example.org,Tokyo,2022-09-03,2025-01-20 21:56:34,Premium,56.2,1919.23,4.0,9,False
CUST_0201,Michael Jones,23.0,Other,jonathan53@example.net,London,2023-11-22,2024-09-20 10:51:46,Basic,114.61,2558.33,4.9,9,True
CUST_0202,Jamie Arias,25.0,Male,catherinecampbell@example.com,New York,2022-05-26,,Premium,46.57,3654.79,2.8,5,False
CUST_0203,Elizabeth Contreras,44.0,Female,hphillips@example.com,Paris,2023-08-27,2024-06-05 03:21:53,Premium,29.36,654.83,4.4,3,True
CUST_0204,Lauren Perez,26.0,Female,lopezjohnny@example.net,Tokyo,2022-08-02,2024-07-19 08:06:23,Premium,183.11,2091.2,3.3,3,False
CUST_0205,Angel Lopez,54.0,Male,hgriffin@example.com,Sydney,2024-10-29,2024-09-10 05:48:02,Basic,165.9,2476.86,1.6,3,False
CUST_0206,Richard Martin,50.0,Female,megan69@example.org,New York,2024-04-23,2024-12-28 15:18:53,Premium,154.41,2750.05,3.8,6,True
CUST_0207,Alexander Lopez,68.0,Male,dawndeleon@example.org,London,2023-07-30,2024-06-05 10:34:53,Enterprise,19.27,4109.97,3.1,4,True
CUST_0208,Chad Dunlap,59.0,Other,lchan@example.net,Tokyo,2023-03-26,2024-09-18 17:47:59,Premium,170.31,941.22,3.6,8,False
CUST_0209,Jenny Golden,,Male,mitchellwilson@example.com,London,2022-09-10,,Basic,93.23,4058.37,4.6,5,False
CUST_0210,David Taylor,41.0,Male,lwilliams@example.net,London,2022-06-30,2024-05-18 07:35:24,Basic,75.06,3495.1,2.8,1,True
CUST_0211,Lori Simmons,32.0,Male,karinataylor@example.com,Paris,2022-03-05,2024-11-10 11:41:43,Premium,113.83,2823.77,4.6,9,False
CUST_0212,Debra Williams,49.0,Other,kennethnovak@example.com,Paris,2023-04-28,2024-11-13 09:51:19,Basic,27.36,3527.69,4.0,1,False
CUST_0213,Mrs. Regina Lindsey DDS,49.0,Female,ihartman@example.net,Tokyo,2024-04-09,2024-10-23 16:36:57,Basic,153.76,2118.89,3.0,6,True
CUST_0214,Robert Santana,41.0,Female,brenda68@example.com,Sydney,2024-09-17,,Basic,120.66,778.15,3.4,1,False
CUST_0215,Robert Walker,,Male,obarnett@example.org,Tokyo,2024-11-21,2024-09-27 20:51:32,Premium,45.45,3362.25,2.3,3,False
CUST_0216,Linda Wyatt,69.0,Female,andrewbrooks@example.com,Sydney,2024-03-29,2024-10-30 06:53:51,Premium,45.76,2670.89,4.9,10,False
CUST_0217,Gregory Olsen,66.0,Male,geoffrey28@example.org,London,2023-04-02,,Basic,45.01,3232.94,3.7,5,False
CUST_0218,Taylor Bright,66.0,Female,andrea38@example.com,New York,2023-09-24,2024-06-24 18:13:41,Enterprise,20.83,1756.19,1.2,10,True
CUST_0219,David Lynch,69.0,Male,jonesmatthew@example.net,Tokyo,2023-09-02,2024-07-11 07:15:51,Basic,121.68,4543.65,2.3,7,False
CUST_0220,Molly Valdez,29.0,Male,edwardsryan@example.com,Tokyo,2022-06-15,,Premium,169.67,2978.11,3.5,10,False
CUST_0221,Heather Bennett,56.0,Male,harryevans@example.com,Sydney,2024-11-03,2024-06-20 02:03:08,Premium,13.32,518.47,1.2,8,False
CUST_0222,Melissa Rice,19.0,Female,luke47@example.net,London,2022-06-21,2024-09-06 09:19:31,Premium,19.31,2304.04,1.1,9,False
CUST_0223,Victoria Newman,20.0,Female,louis84@example.net,London,2022-08-20,2024-03-24 20:20:04,Enterprise,118.83,3806.14,2.8,6,True
CUST_0224,Stephen Davidson,66.0,Male,gregorydickerson@example.net,Sydney,2022-03-10,2024-02-21 07:16:48,Basic,165.7,3991.26,2.3,9,False
CUST_0225,Emily Clark,54.0,Female,sparkscarl@example.com,London,2023-03-21,2024-03-21 13:51:53,Premium,72.08,2523.53,2.8,8,False
CUST_0226,Victoria Meyers,66.0,Female,jasmine06@example.com,Paris,2023-07-04,2024-08-13 15:07:10,Basic,76.43,4484.26,2.1,9,True
CUST_0227,Mary Bruce,34.0,Female,jamie00@example.org,New York,2023-03-30,2024-10-09 03:24:56,Premium,123.31,1411.58,1.7,10,False
CUST_0228,Heather Casey,66.0,Male,thomas22@example.org,Tokyo,2023-01-16,,Premium,62.1,2111.93,3.8,4,False
CUST_0229,Jennifer Chen,19.0,Male,christophernelson@example.com,New York,2022-07-02,2024-08-11 18:08:35,Premium,15.06,4503.12,3.1,9,False
CUST_0230,Mr. Joshua Simmons,19.0,Female,melanie57@example.com,Tokyo,2024-08-30,2024-07-26 05:04:45,Basic,149.69,4491.66,1.8,7,True
CUST_0231,Robin Ortiz,45.0,Male,,Paris,2023-10-13,2024-07-19 01:52:14,Premium,128.87,3459.99,2.3,5,True
CUST_0232,Anthony Williams,,Male,sara92@example.org,London,2022-07-20,2024-12-31 15:29:15,Basic,120.34,4309.0,3.4,5,False
CUST_0233,Edward Bishop,,Female,drakeelizabeth@example.net,Sydney,2024-10-05,2024-08-03 07:21:25,Basic,150.92,534.99,1.3,1,False
CUST_0234,Elizabeth Lee,49.0,Other,jenniferstafford@example.com,Paris,2024-08-26,2024-05-20 18:42:32,Premium,138.29,4338.48,1.6,2,False
CUST_0235,Marcus Becker,,Male,kara53@example.net,New York,2023-08-15,2024-05-16 03:36:13,Basic,49.12,1671.04,1.3,10,False
CUST_0236,Erik Sanchez,18.0,Male,gbenjamin@example.com,Sydney,2023-06-19,,Premium,76.97,973.82,4.2,3,True
CUST_0237,Tommy Cooper,36.0,Female,xphelps@example.net,London,2023-01-10,,Basic,33.96,1272.91,4.0,8,False
CUST_0238,Bonnie Wright,19.0,Male,turnerphilip@example.net,Paris,2022-12-20,2024-11-16 13:51:03,Basic,34.67,2148.05,4.0,6,False
CUST_0239,Megan Newton DDS,61.0,Male,huntbeverly@example.org,Sydney,2023-12-23,2024-06-02 10:59:11,Premium,138.48,1330.84,3.9,10,False
CUST_0240,Gregory Garcia,43.0,Male,bryantemily@example.org,Paris,2022-05-12,2024-05-29 02:14:24,Basic,173.13,1670.78,3.7,5,True
CUST_0241,Michael Ford,49.0,Female,qadams@example.org,Paris,2023-03-22,2024-09-27 21:55:03,Basic,192.92,761.39,2.9,1,True
CUST_0242,Kristen Griffith,23.0,Female,rivasstephen@example.com,London,2024-07-25,2024-10-02 10:14:10,Premium,129.39,1551.27,3.6,9,False
CUST_0243,Amanda Burns,49.0,Male,michael49@example.com,Tokyo,2022-05-21,2024-10-02 15:54:01,Basic,44.98,2904.19,1.2,3,True
CUST_0244,Mr. Justin Williams,21.0,Male,sean17@example.org,Sydney,2024-03-20,2024-04-20 04:50:27,Premium,30.07,2265.08,3.5,3,True
CUST_0245,Michele Ortiz,28.0,Male,walllawrence@example.org,London,2023-07-02,,Basic,164.44,1798.92,4.1,2,True
CUST_0246,Diana Alvarez,,Female,xglass@example.org,Paris,2023-08-15,,Premium,119.96,3757.62,3.0,4,False
CUST_0247,Ronald Jones,55.0,Male,kevinhuffman@example.com,London,2023-07-25,2025-01-07 23:15:06,Premium,127.47,4478.2,2.4,2,False
CUST_0248,Richard Munoz,41.0,Male,ajordan@example.org,Tokyo,2024-11-09,2025-01-24 17:36:44,Premium,158.48,,2.1,9,False
CUST_0249,Jeffrey Lee,22.0,Female,kcooke@example.org,Sydney,2022-10-21,2025-01-28 02:00:19,Basic,143.62,1726.8,3.6,10,True
CUST_0250,Shannon Grant,69.0,Male,oscarjohnson@example.com,Tokyo,2022-06-29,,Premium,168.55,3747.77,3.8,7,False
CUST_0251,Alexandria Reyes,51.0,Female,,New York,2024-07-10,,Premium,20.68,844.7,4.5,8,True
CUST_0252,Todd Fox,23.0,Male,richardhunt@example.org,Sydney,2023-07-07,2024-11-27 13:05:13,Premium,152.03,738.56,2.4,3,False
CUST_0253,Kristen Shepard,,Male,joelee@example.net,Tokyo,2023-05-23,2024-09-24 04:18:11,Basic,171.66,1793.57,4.1,6,False
CUST_0254,Linda Moore,28.0,Male,ballkevin@example.org,Paris,2023-09-16,,Premium,64.37,4057.74,3.2,10,False
CUST_0255,April Spears,65.0,Female,,Sydney,2024-08-06,2024-05-29 04:42:43,Premium,131.68,1307.11,4.5,6,True
CUST_0256,Dawn Mccullough,33.0,Female,courtneythompson@example.org,Sydney,2023-05-25,,Basic,69.69,,3.1,1,True
CUST_0257,Paul Shannon,50.0,Female,lopezmatthew@example.net,London,2024-12-15,2024-04-05 23:16:34,Basic,192.01,745.38,3.1,6,False
CUST_0258,Zachary Pope,26.0,Male,amber45@example.org,Paris,2024-05-08,2024-12-30 05:08:17,Premium,16.35,4307.85,3.3,3,False
CUST_0259,Leslie Murray,23.0,Female,anna40@example.com,New York,2023-05-10,,Basic,120.16,3205.54,4.0,3,True
CUST_0260,Brittney Davis,33.0,Male,martinezstephen@example.net,Tokyo,2023-10-26,2024-09-09 06:16:48,Enterprise,41.64,1340.69,4.9,3,False
CUST_0261,Madeline Flores,,Male,bwalker@example.com,London,2022-12-14,2024-10-21 05:44:38,Premium,145.32,2820.95,1.3,10,False
CUST_0262,Larry Campbell,20.0,Female,epalmer@example.net,Tokyo,2024-10-13,2024-07-31 05:55:53,Premium,43.42,2685.14,1.2,10,False
CUST_0263,Chad Howard,37.0,Male,mannyolanda@example.net,New York,2023-11-14,2024-09-27 01:20:01,Basic,54.72,3311.64,4.8,8,False
CUST_0264,Katherine Bailey,53.0,Male,qkelly@example.com,New York,2024-12-25,,Basic,103.93,1242.62,3.1,5,True
CUST_0265,Paul Cohen,36.0,Male,sarah80@example.net,Sydney,2024-10-16,2024-06-07 07:24:37,Enterprise,183.82,4335.57,3.5,4,True
CUST_0266,Michael Rogers,43.0,Male,,New York,2024-06-27,2024-06-17 22:06:35,Basic,50.23,1615.91,2.9,9,True
CUST_0267,Courtney Fuller,20.0,Male,rbarrett@example.com,Tokyo,2024-09-02,2024-12-31 20:17:25,Premium,37.41,3501.25,1.4,9,False
CUST_0268,Theresa Walters,36.0,Female,,Paris,2024-11-23,2024-08-12 22:31:56,Basic,154.21,179.01,4.1,1,True
CUST_0269,Eric Cannon,37.0,Male,elliskayla@example.net,Paris,2022-09-29,2024-12-17 16:14:02,Basic,105.12,1926.02,4.0,2,False
CUST_0270,Miss Jennifer Medina,49.0,Female,danielmiller@example.net,Sydney,2023-08-29,2024-02-12 15:23:08,Basic,183.24,,2.2,8,True
CUST_0271,Joanna Garcia,24.0,Female,doyledeborah@example.com,Tokyo,2022-09-20,,Basic,37.86,2763.07,2.2,5,False
CUST_0272,Robert Mendoza,69.0,Male,antonio14@example.net,Tokyo,2023-08-26,,Enterprise,132.73,456.41,4.4,7,False
CUST_0273,Samantha Gomez,58.0,Male,barbara06@example.com,New York,2023-01-06,2024-08-14 14:28:36,Basic,54.25,3971.64,1.3,1,True
CUST_0274,Michael Webster,50.0,Male,david48@example.net,Tokyo,2024-04-17,2024-10-23 07:01:15,Basic,39.78,1167.13,4.5,10,True
CUST_0275,Stephanie Heath,,Female,stacey85@example.net,London,2024-01-17,2025-01-01 04:40:17,Basic,139.85,3417.49,2.0,5,False
CUST_0276,Timothy Hall,56.0,Male,ksanchez@example.com,New York,2024-07-14,2024-03-04 23:39:58,Basic,122.8,4035.74,3.4,3,True
CUST_0277,Tony Jones,,Female,elizabeth07@example.org,London,2023-02-06,2024-12-15 06:20:07,Basic,153.42,2853.2,4.7,10,True
CUST_0278,Devin Erickson,57.0,Male,handrews@example.com,Sydney,2022-07-15,,Premium,68.8,3730.33,3.7,2,True
CUST_0279,Charles Freeman,18.0,Female,pgordon@example.org,Paris,2023-09-20,2024-05-14 17:01:20,Basic,95.11,3343.12,2.7,2,False
CUST_0280,Lauren Lynch,28.0,Male,jessicamay@example.com,Sydney,2023-11-25,2024-02-17 20:09:49,Basic,87.04,1842.1,3.8,9,False
CUST_0281,Brian Fields,45.0,Male,anthonyedwards@example.com,Paris,2024-02-01,2024-03-04 08:37:26,Basic,196.98,4063.41,2.4,4,False
CUST_0282,Stephanie Cook,,Other,nmiller@example.org,Sydney,2022-08-17,2024-06-15 15:25:49,Enterprise,65.53,,2.1,4,True
CUST_0283,Robert Wong,,Female,christinanelson@example.com,Tokyo,2024-06-10,2024-03-11 11:09:35,Basic,66.02,2898.94,5.0,7,False
CUST_0284,Cynthia Hayes,,Male,grandall@example.org,London,2023-12-02,2024-10-16 01:53:29,Basic,77.36,3752.45,4.0,10,False
CUST_0285,Sara Gibson,48.0,Female,cclark@example.net,Paris,2024-09-18,2024-02-08 05:23:05,Premium,117.27,1956.88,3.6,10,False
CUST_0286,Paul Mcintosh,47.0,Female,,New York,2023-02-08,2024-09-22 06:41:14,Basic,57.94,1583.56,2.4,2,True
CUST_0287,Joseph Smith,59.0,Female,dwilson@example.net,London,2022-04-30,2024-07-18 19:10:18,Basic,183.91,2350.8,1.2,3,False
CUST_0288,Chris Martinez,52.0,Female,gabriellestewart@example.net,New York,2022-12-03,2024-06-18 15:05:09,Basic,60.48,4108.02,1.1,3,False
CUST_0289,Martha Owens,24.0,Male,jasmine50@example.com,London,2023-04-16,2024-02-05 06:02:03,Premium,180.2,4656.62,3.2,6,False
CUST_0290,Paige Strickland,33.0,Male,,London,2022-02-19,2024-12-02 23:29:51,Basic,29.66,2770.91,4.0,3,True
CUST_0291,Sierra Young,43.0,Male,nancy61@example.com,Sydney,2023-10-17,2024-05-21 08:07:18,Premium,134.75,3341.18,3.1,5,True
CUST_0292,Laura Rodriguez,,Female,collinsmason@example.org,Paris,2024-09-03,2024-10-03 14:11:16,Premium,182.33,4526.04,4.4,4,True
CUST_0293,Heidi Henry,69.0,Female,mariesmith@example.net,Paris,2024-09-19,,Basic,42.06,582.88,1.1,3,True
CUST_0294,Frank Cunningham,66.0,Male,,London,2024-02-14,2024-03-14 16:02:27,Basic,193.98,1237.19,2.5,8,False
CUST_0295,Tom Bell,19.0,Male,jamesvictoria@example.org,Tokyo,2023-12-07,2024-09-02 09:18:55,Basic,96.05,3573.61,1.9,10,False
CUST_0296,Patrick Miller,18.0,Female,lisa78@example.com,Tokyo,2023-08-05,2025-01-21 15:23:38,Premium,189.69,4136.35,2.8,3,False
CUST_0297,Alyssa Glover,65.0,Other,cobbkyle@example.org,New York,2024-12-20,2024-04-03 00:06:26,Basic,138.6,,1.3,6,True
CUST_0298,Christopher Matthews,29.0,Female,benjamin64@example.net,New York,2022-10-23,2024-04-07 14:53:48,Basic,67.3,2134.03,4.8,7,True
CUST_0299,Joseph Camacho,,Male,hernandezlisa@example.com,Sydney,2023-03-24,2024-08-08 19:46:19,Basic,45.78,537.77,1.9,7,True
CUST_0300,Andrew Rose,54.0,Male,tracypotter@example.org,London,2022-09-17,,Enterprise,67.71,2245.13,4.7,2,True
CUST_0301,Michelle Rios,49.0,Male,pfrye@example.com,New York,2022-05-30,2025-01-13 22:24:45,Basic,27.67,1230.6,2.7,3,False
CUST_0302,Michael Stewart,26.0,Other,jreyes@example.org,New York,2022-07-06,2024-06-08 15:19:33,Enterprise,37.33,1526.86,4.9,10,True
CUST_0303,Ryan Galloway,58.0,Male,steven43@example.org,London,2024-09-28,2024-12-12 20:22:55,Basic,29.89,3884.11,3.2,10,True
CUST_0304,Angela Hunt,52.0,Female,,Sydney,2024-05-21,2024-12-04 06:38:24,Basic,90.36,470.08,4.7,4,False
CUST_0305,Thomas Monroe,36.0,Male,,New York,2022-12-18,2025-01-16 17:57:49,Basic,161.16,4155.15,1.0,7,False
CUST_0306,Lisa Hunt,65.0,Female,michaelpeterson@example.com,Sydney,2024-12-04,,Basic,36.86,2195.58,4.0,2,False
CUST_0307,Donald Solis,33.0,Female,schneiderdennis@example.com,Paris,2024-06-08,2024-08-22 09:36:59,Basic,34.76,3020.71,4.6,3,False
CUST_0308,Matthew Williams,20.0,Female,joshuablack@example.com,Sydney,2022-09-28,2024-02-09 10:08:38,Basic,132.25,539.3,1.6,7,True
CUST_0309,Kiara Pace,,Male,jeffthomas@example.net,Tokyo,2024-08-28,,Enterprise,47.46,1753.06,1.4,7,False
CUST_0310,Christina Lopez,41.0,Male,michael92@example.org,Tokyo,2023-08-29,,Premium,28.55,539.53,2.7,10,False
CUST_0311,Jessica Chan,50.0,Male,marysmith@example.net,Sydney,2022-05-17,,Premium,41.7,4811.56,4.7,3,False
CUST_0312,Jeremiah Davis,41.0,Other,joseph90@example.com,Tokyo,2023-05-04,2024-11-12 19:44:13,Basic,185.51,4055.58,3.2,1,False
CUST_0313,Jerry Matthews,69.0,Female,williamspamela@example.net,Paris,2022-12-11,,Basic,166.08,2352.2,3.1,3,True
CUST_0314,Jessica Schneider,28.0,Female,laura04@example.net,London,2024-11-23,2024-05-16 11:34:04,Basic,77.27,1195.65,1.6,5,False
CUST_0315,Savannah Harrison,66.0,Female,,Tokyo,2024-04-12,2024-03-02 16:06:08,Premium,134.61,4673.93,1.0,7,True
CUST_0316,Stephen Goodwin,25.0,Female,rachel11@example.com,Tokyo,2024-11-29,2024-11-03 23:40:13,Enterprise,112.08,1788.52,4.2,4,False
CUST_0317,Courtney Boone DVM,53.0,Male,robersoncollin@example.com,Sydney,2023-01-15,2024-10-21 15:08:10,Basic,138.65,888.82,1.4,1,False
CUST_0318,Jennifer Garcia,55.0,Other,thompsoncassandra@example.com,Paris,2024-09-03,2024-10-10 09:26:33,Basic,139.71,2859.51,3.5,6,False
CUST_0319,Paul Edwards,,Male,fostertommy@example.org,London,2024-10-21,2024-02-05 14:21:09,Basic,129.46,4724.49,4.7,2,False
CUST_0320,Kevin Collins,37.0,Male,longgarrett@example.com,Sydney,2022-03-08,2024-02-05 10:53:30,Basic,60.56,118.77,1.8,3,False
CUST_0321,Anthony Davis,52.0,Female,timothy46@example.net,Sydney,2023-04-21,2024-05-25 18:36:14,Basic,17.41,1266.81,3.7,4,True
CUST_0322,David Cummings,65.0,Male,mortonjessica@example.org,Paris,2022-12-23,2024-04-03 06:16:10,Premium,96.56,4698.39,1.3,6,False
CUST_0323,Robert Meza,42.0,Male,lopezerica@example.com,London,2023-08-16,2024-05-11 12:45:10,Premium,179.29,938.32,3.4,6,False
CUST_0324,Jacob Davis,52.0,Female,lisa33@example.org,Paris,2024-09-28,2024-03-07 08:46:57,Basic,118.2,,1.7,7,True
CUST_0325,Laura Stevens,42.0,Male,mariealexander@example.org,London,2024-01-16,2024-05-31 06:10:15,Basic,168.15,,3.9,5,False
CUST_0326,Megan Hicks,46.0,Female,velasquezadriana@example.com,Paris,2022-11-21,,Enterprise,198.41,4323.03,2.2,7,False
CUST_0327,Russell Patterson,35.0,Male,drakemichelle@example.net,Sydney,2023-03-13,,Basic,41.09,2437.84,2.9,2,False
CUST_0328,Curtis Leonard,63.0,Male,christopher70@example.net,Sydney,2024-02-17,2024-11-10 03:40:56,Basic,141.44,4973.36,3.4,1,False
CUST_0329,Andrea Glenn,35.0,Male,donald94@example.org,New York,2022-12-02,2024-12-09 19:10:28,Basic,138.12,3427.94,1.7,10,False
CUST_0330,Alexandra Thomas,19.0,Male,benjamin74@example.com,Tokyo,2022-10-15,2024-07-22 22:16:50,Basic,196.19,462.97,4.0,8,True
CUST_0331,James Kelly,52.0,Female,herrerachristopher@example.com,Paris,2022-10-25,2024-08-10 03:26:33,Basic,197.26,4964.88,2.2,1,True
CUST_0332,Lindsay Mccall,33.0,Male,marcusgallegos@example.net,New York,2022-11-17,2024-10-08 14:43:54,Premium,140.47,2098.68,3.6,2,False
CUST_0333,Brittany Schmidt,58.0,Female,diazselena@example.org,Tokyo,2023-12-06,2024-10-11 11:25:37,Basic,56.29,1508.27,1.6,10,False
CUST_0334,Angie Le,53.0,Female,,Paris,2023-10-30,2024-10-08 20:25:49,Basic,161.73,2833.61,3.8,6,False
CUST_0335,Amanda Knight,,Female,,London,2023-06-01,2024-12-03 00:45:14,Premium,30.34,1591.11,1.5,1,True
CUST_0336,Frank Wilson,21.0,Other,huertadalton@example.org,Tokyo,2023-06-24,2025-01-11 08:36:03,Basic,158.33,523.64,2.7,10,True
CUST_0337,Rebecca Parker,50.0,Female,anthony90@example.net,Sydney,2022-06-15,2024-04-26 16:09:24,Premium,182.94,107.0,2.0,3,True
CUST_0338,Sarah Martin,31.0,Male,barry21@example.com,New York,2024-01-31,,Premium,82.74,2302.96,4.0,7,False
CUST_0339,Jill Hicks,38.0,Male,walkerpeter@example.com,Tokyo,2023-04-27,,Basic,129.82,4200.63,2.0,8,False
CUST_0340,David Dodson,,Male,vancejuan@example.com,Tokyo,2024-07-26,2025-01-28 01:03:31,Premium,91.73,2904.34,4.5,4,False
CUST_0341,Julia Gregory,37.0,Female,wagnerchelsea@example.com,Sydney,2023-10-13,2024-02-23 00:00:27,Basic,93.18,4996.12,4.6,3,True
CUST_0342,Gina Roberts,25.0,Male,hughesmichael@example.org,Paris,2022-04-17,2024-03-14 06:55:18,Enterprise,68.97,1505.55,1.8,1,True
CUST_0343,Jason Reyes,24.0,Female,james18@example.com,London,2024-07-29,,Basic,154.8,1474.23,3.5,9,False
CUST_0344,Kayla Reyes,20.0,Female,anthony21@example.net,Sydney,2022-09-02,2024-10-11 17:30:23,Enterprise,187.87,882.77,1.4,10,True
CUST_0345,Sandra Elliott MD,34.0,Male,patrickdawson@example.net,London,2022-10-17,2025-01-20 08:03:31,Premium,188.74,,2.6,6,False
CUST_0346,Brandy Neal,50.0,Female,edwardleblanc@example.com,Paris,2022-08-20,2024-03-20 08:56:08,Basic,43.21,1497.41,3.9,6,False
CUST_0347,Frank Weaver,65.0,Male,bbennett@example.net,Tokyo,2024-10-03,2024-12-21 21:05:39,Basic,176.2,3984.92,3.6,9,False
CUST_0348,Alexis Larson,29.0,Male,lisapeters@example.org,London,2022-08-31,2024-06-21 08:18:56,Enterprise,150.11,4538.21,3.5,1,False
CUST_0349,James Salas,,Female,jerrywood@example.net,New York,2023-05-10,2025-01-18 13:10:07,Premium,58.04,4877.93,2.1,6,False
CUST_0350,Judy Caldwell,39.0,Female,,New York,2024-01-26,2024-10-10 07:41:56,Basic,22.78,1238.22,2.5,5,True
CUST_0351,Todd Wade,39.0,Female,joshuabarrett@example.com,Sydney,2024-06-16,,Premium,60.92,4418.36,1.4,6,False
CUST_0352,Christopher Garcia,,Male,mchase@example.com,Paris,2022-05-01,,Basic,183.32,1708.45,3.9,8,False
CUST_0353,Michael Silva,47.0,Male,mikebennett@example.org,Sydney,2022-01-29,2024-05-19 20:23:12,Basic,130.3,652.92,3.0,5,True
CUST_0354,Stephen Lewis,55.0,Female,melissa19@example.com,Sydney,2024-01-16,2024-05-27 14:04:37,Basic,147.0,,3.8,2,False
CUST_0355,Savannah Liu,55.0,Female,caitlin93@example.org,Sydney,2022-02-01,2024-11-13 23:49:45,Basic,58.86,3216.92,2.0,2,True
CUST_0356,Julie Sherman,62.0,Female,jenkinstyler@example.net,New York,2025-01-03,2024-10-09 09:36:35,Premium,146.68,907.18,2.3,10,True
CUST_0357,Brian Warren,68.0,Male,harrisstacey@example.net,New York,2023-10-10,2024-06-29 08:21:43,Basic,15.34,2206.17,2.3,5,True
CUST_0358,Melanie Frazier,25.0,Female,rebeccakennedy@example.org,Sydney,2022-12-24,2024-03-09 18:08:05,Premium,81.31,1507.56,1.1,3,False
CUST_0359,Melinda Morrow,44.0,Male,dorothymorrison@example.com,New York,2023-03-26,2024-02-16 21:13:58,Basic,129.08,,2.4,10,False
CUST_0360,Bonnie Mullins,44.0,Male,millerrobert@example.com,Paris,2023-11-18,2024-05-12 08:17:50,Basic,37.76,2321.74,4.2,3,False
CUST_0361,Christopher Burgess,,Other,torresmaria@example.com,Sydney,2022-09-21,2024-03-26 11:28:24,Basic,166.37,4947.47,4.6,8,True
CUST_0362,Patrick Meyer,38.0,Male,,New York,2023-08-20,2024-08-15 19:01:38,Basic,54.66,368.25,3.1,7,False
CUST_0363,Jeremy Johnson,47.0,Other,,London,2024-12-16,2024-09-23 07:12:12,Basic,133.93,1839.57,2.8,1,False
CUST_0364,Shannon Hanna,50.0,Male,gravescarol@example.net,Sydney,2023-05-21,2024-09-17 05:11:19,Basic,86.99,2461.31,1.1,5,False
CUST_0365,Samuel Yang,45.0,Male,qwilson@example.com,Sydney,2023-10-01,,Basic,123.25,2565.35,4.5,9,True
CUST_0366,Amanda Marshall,64.0,Female,murphystanley@example.org,Paris,2024-07-19,2024-12-08 03:16:43,Basic,30.42,1648.09,1.1,4,True
CUST_0367,Marcus Barton,50.0,Female,istevens@example.net,Tokyo,2025-01-19,2024-02-27 15:56:15,Basic,13.21,3673.28,4.8,1,True
CUST_0368,Ashley Dixon,22.0,Female,amanda53@example.com,Tokyo,2022-02-16,,Basic,182.82,4386.26,3.0,8,False
CUST_0369,James Fleming,65.0,Female,alfredray@example.com,Paris,2024-07-29,2024-04-07 17:04:53,Premium,61.23,4699.72,2.4,5,False
CUST_0370,Susan Lowery,36.0,Female,awaters@example.net,Paris,2022-03-22,2024-09-21 14:09:03,Enterprise,165.74,4044.96,4.7,2,False
CUST_0371,Kaylee Hughes,,Female,aaron07@example.net,Paris,2024-11-23,,Basic,199.88,4267.84,1.1,1,False
CUST_0372,Russell Evans,52.0,Female,rebecca85@example.net,Tokyo,2023-04-26,2024-12-15 18:32:23,Basic,50.17,2797.67,3.3,3,False
CUST_0373,Jennifer Lewis,66.0,Male,,Paris,2023-05-23,2024-05-11 23:05:10,Basic,60.38,4146.85,3.2,9,False
CUST_0374,Rebecca Stevens,34.0,Female,jeremy62@example.org,New York,2024-06-14,,Enterprise,135.94,1587.17,1.9,1,False
CUST_0375,David Morrison,61.0,Male,,Sydney,2024-11-08,2024-11-19 09:28:27,Basic,193.44,2052.55,2.7,4,True
CUST_0376,Debra Gonzalez,45.0,Other,,Sydney,2024-12-04,2024-09-17 03:04:32,Basic,184.0,1652.87,3.6,8,True
CUST_0377,Joyce Dunn,47.0,Other,brownpamela@example.net,London,2024-03-31,,Basic,105.55,2390.2,3.9,8,False
CUST_0378,David Hoover,46.0,Male,rbrown@example.com,London,2022-11-28,2025-01-19 09:07:00,Basic,161.07,1499.34,1.0,10,False
